Location,Crime_Type,Time,DateOccurred,Investigation Status,CrimeCode,Comments
CHHAWLA,assualt murders,15:45,2019-12-07,Under Investigation,C1344,-
ROHINI SOUTH,rape,22:21,2019-11-11,Under Investigation,C3421,-
JANAK PURI,robbery,00:31,2019-10-04,Open,C7177,-
KALYANPURI,robbery,17:56,2019-08-24,Unknown,Unknown,Missing information
GOVIND PURI,sexual harassement,11:10,2019-09-17,Open,C8474,-
SAMAYPURBADLI,rape,21:48,2020-03-17,Closed,C7281,-
DELHI CANTT,murder,06:45,2020-01-01,Closed,C5081,-
AMAR COLONY,gangrape,11:35,2019-07-03,Open,C7847,-
DWARKA SEC-23,theft,05:37,2020-04-26,Under Investigation,Unknown,Missing information
JAGATPURI,rape,23:36,2019-11-20,Open,C3732,-
MALVIYA NAGAR,murder,16:07,2019-10-14,Open,C2662,-
DELHI CANTT,assualt murders,20:23,2019-07-14,Open,C2777,-
JAHANGIR PURI,rape,00:12,2020-05-09,Under Investigation,C1723,-
SUBHASH PLACE,murder,07:45,2020-04-16,Closed,C8793,-
SAMAYPURBADLI,murder,10:46,2019-10-20,Closed,C8569,-
NANDNAGARI,assualt murders,22:48,2020-01-19,Unknown,C4310,Missing information
NARELA,theft,13:55,2019-11-19,Open,C3992,-
SHAHDARA,assualt murders,03:58,2019-09-22,Unknown,Unknown,Missing information
MALVIYA NAGAR,sexual harassement,04:03,2019-11-14,Open,C7097,-
ANANDVIHAR,rape,03:10,2020-02-03,Under Investigation,C5978,-
KAMLA MARKET,gangrape,23:13,2019-07-08,Under Investigation,C7695,-
ZAFRABAD,sexual harassement,09:55,2020-02-19,Open,C8355,-
BAWANA,sexual harassement,01:42,2019-11-10,Under Investigation,C2945,-
HARI NAGAR,robbery,11:57,2020-06-14,Open,C5359,-
KANJHAWALA,theft,10:48,2020-03-11,Under Investigation,C2627,-
BABA HARI DAS NAGAR,murder,05:38,2019-08-01,Closed,C3146,-
SEEMAPURI,rape,15:15,2020-01-07,Closed,C5103,-
DABRI,theft,09:17,2019-09-30,Open,C9056,-
MANDAWALI,theft,18:00,2019-08-20,Open,C8981,-
DELHI CANTT,robbery,09:46,2019-11-01,Under Investigation,C3072,-
KESHAV PURAM,rape,04:25,2020-02-04,Closed,C7278,-
TUGLAK ROAD,sexual harassement,06:31,2019-10-30,Closed,C7461,-
CHHAWLA,murder,18:52,2019-12-09,Under Investigation,C7801,-
RAJINDER NAGAR,theft,20:15,2019-06-25,Under Investigation,C9754,-
BARAKHAMBA ROAD,sexual harassement,01:01,2020-05-04,Under Investigation,C9587,-
SAFDARJUNG ENCLAVE,sexual harassement,18:43,2019-06-26,Under Investigation,Unknown,Missing information
KESHAV PURAM,robbery,05:09,2019-07-02,Closed,C8285,-
ASHOK VIHAR,rape,16:18,2019-10-16,Under Investigation,C3437,-
SUBZIMANDI,murder,21:27,2019-07-06,Open,C1233,-
BHAJANPURI,theft,00:57,2020-06-18,Closed,C2868,-
SHAHBAD DAIRY,gangrape,03:00,2020-06-08,Closed,Unknown,Missing information
TILAK MARG,robbery,14:32,2019-12-19,Under Investigation,C3549,-
BHAJANPURI,murder,18:46,2020-05-03,Under Investigation,C1896,-
KALKAJI,rape,17:23,2020-06-14,Open,C3089,-
RANJIT NAGAR,sexual harassement,19:18,2019-08-23,Under Investigation,C5541,-
ANANDVIHAR,robbery,04:42,2020-03-28,Closed,Unknown,Missing information
MUKHERJI NAGAR,murder,03:31,2020-05-21,Closed,C2155,-
FATEHPUR BERI,assualt murders,12:11,2020-03-11,Open,C3844,-
PAHARGANJ,sexual harassement,09:12,2020-01-24,Closed,C3208,-
DABRI,gangrape,16:59,2020-05-06,Open,C1078,-
BARAKHAMBA ROAD,robbery,22:46,2019-12-29,Under Investigation,C9694,-
RAJOURI GARDEN,rape,23:27,2020-04-23,Open,C7512,-
ADRASH NAGAR,sexual harassement,12:11,2019-10-15,Open,C5944,-
ADRASH NAGAR,theft,12:47,2020-01-31,Unknown,Unknown,Missing information
LAHORI GATE,gangrape,16:32,2020-05-23,Under Investigation,C3495,-
VIJAY VIHAR,robbery,14:49,2019-07-14,Unknown,Unknown,Missing information
JANAK PURI,gangrape,03:23,2019-08-20,Open,C8226,-
SARAI ROHILLA,gangrape,21:26,2019-10-22,Open,C4572,-
KALKAJI,murder,15:44,2019-10-01,Closed,C6759,-
VASANT KUNJ SOUTH,rape,10:52,2019-08-22,Unknown,Unknown,Missing information
CHANDNI MAHAL,robbery,00:23,2020-05-30,Under Investigation,C5632,-
NAJAFGARH,robbery,01:01,2019-07-24,Open,C3347,-
NEW FRIENDS COLONY,sexual harassement,12:30,2020-05-29,Open,C6424,-
TILAK NAGAR,gangrape,16:06,2020-01-27,Under Investigation,C3783,-
CHHAWLA,gangrape,18:07,2019-12-02,Under Investigation,C8494,-
MANDIR MARG,theft,05:49,2019-09-22,Open,C3207,-
SUBZIMANDI,rape,13:14,2020-05-25,Closed,C9655,Missing information
MUNDKA,theft,13:37,2019-11-06,Closed,C4547,-
JAGATPURI,sexual harassement,04:46,2019-09-19,Open,C6842,-
KHAJURIKHAS,assualt murders,19:31,2019-12-08,Open,C9764,Missing information
VASANT KUNJ SOUTH,assualt murders,11:44,2020-01-08,Open,C3986,-
TIMARPUR,theft,01:20,2019-09-23,Unknown,Unknown,Missing information
KIRTI NAGAR,rape,18:29,2020-01-13,Under Investigation,C3680,-
NANDNAGARI,murder,09:04,2019-08-22,Under Investigation,C2029,-
NANGLOI,murder,07:02,2019-09-23,Closed,C8059,-
G.T.B. ENCLAVE,assualt murders,03:58,2019-12-10,Open,C5755,-
CHITRANJAN PARK,theft,20:41,2020-05-18,Closed,C7886,-
ROHINI SOUTH,sexual harassement,21:51,2019-12-19,Under Investigation,C7258,Missing information
ZAFRABAD,sexual harassement,13:36,2019-10-01,Under Investigation,C6327,-
PALAM VILLAGE,murder,12:25,2020-04-12,Closed,C9354,-
BHALSWA DAIRY,murder,20:07,2020-06-03,Open,C8278,-
PALAM VILLAGE,robbery,13:24,2020-05-02,Under Investigation,C8977,-
GEETA COLONY,sexual harassement,16:16,2020-03-20,Open,C7517,-
MEHRAULI,sexual harassement,13:27,2019-08-07,Open,C3362,-
CIVIL LINES,theft,13:29,2020-03-12,Open,C1898,-
HAUZ KHAS,theft,11:33,2019-09-18,Open,C9030,-
KANJHAWALA,rape,09:04,2020-04-26,Open,C1093,-
TILAK MARG,sexual harassement,02:20,2019-12-23,Open,C7122,-
AMAR COLONY,rape,18:30,2019-11-30,Under Investigation,C8116,-
DEFENCE COLONY,murder,20:10,2019-11-06,Under Investigation,C2716,-
ROOP NAGAR,robbery,04:58,2019-11-20,Open,C6425,-
SARAI ROHILLA,sexual harassement,04:33,2019-06-29,Closed,C5164,Missing information
VIVEKVIHAR,gangrape,22:44,2020-03-10,Under Investigation,C6826,-
RANJIT NAGAR,rape,04:06,2020-01-18,Open,C8153,-
TILAK NAGAR,gangrape,19:44,2020-03-10,Closed,C7320,-
AMAR COLONY,murder,04:34,2019-09-28,Under Investigation,C6909,Missing information
MAHENDRA PARK,robbery,14:15,2019-12-15,Under Investigation,C8047,-
MAURYA ENCLAVE,sexual harassement,22:57,2020-03-17,Under Investigation,C5925,-
DARYA GANJ,robbery,19:54,2020-02-27,Closed,C2537,-
WELCOME,assualt murders,03:50,2019-12-27,Closed,C2342,-
RAJINDER NAGAR,assualt murders,01:11,2020-05-24,Closed,C8706,-
SAMAYPURBADLI,sexual harassement,17:12,2020-01-21,Under Investigation,C8690,-
ROOP NAGAR,gangrape,10:03,2020-03-28,Open,C1885,-
JAFFARPUR KALAN,theft,12:10,2020-06-20,Closed,C9210,-
INDERPURI,sexual harassement,16:13,2020-05-24,Open,C1107,-
VASANT KUNJ SOUTH,rape,00:13,2019-09-28,Open,C8215,-
CONNAUGHT PLACE,rape,13:57,2019-09-28,Under Investigation,C5786,-
TILAK NAGAR,assualt murders,02:09,2019-07-13,Closed,C8841,-
BADAR PUR,assualt murders,07:13,2020-02-28,Open,C5574,-
PULPRAHLAD PUR,sexual harassement,22:41,2020-03-10,Closed,C5237,-
TILAK NAGAR,murder,02:40,2019-11-06,Open,C7283,-
SULTAN PURI,robbery,09:37,2020-01-03,Closed,C5622,-
HAUZQAZI,robbery,16:37,2020-04-25,Closed,C2269,-
VASANT VIHAR,sexual harassement,20:10,2020-01-07,Unknown,C8348,Missing information
KASHMERE GATE,assualt murders,03:11,2020-01-28,Closed,C1752,-
ANANDVIHAR,gangrape,12:13,2019-10-26,Under Investigation,C8277,-
SONIA VIHAR,murder,08:02,2019-12-05,Closed,C2999,Missing information
MEHRAULI,sexual harassement,19:10,2020-04-13,Closed,C3599,-
DELHI CANTT,robbery,04:51,2020-03-31,Open,C7132,-
UTTAM NAGAR,rape,04:12,2020-01-28,Under Investigation,C1954,-
SAFDARJUNG ENCLAVE,robbery,02:06,2019-10-06,Under Investigation,C6230,-
BARAKHAMBA ROAD,gangrape,18:32,2019-10-12,Open,C2885,-
PARSHAD NAGAR,gangrape,17:44,2020-01-23,Open,C5082,-
KRISHNA NAGAR,rape,23:49,2020-02-07,Under Investigation,C8460,-
H. N. DIN,theft,10:30,2019-10-18,Under Investigation,C6270,-
SHAHBAD DAIRY,theft,06:27,2020-03-11,Closed,C5627,-
NEB SARAI,murder,04:40,2020-05-28,Under Investigation,C2323,-
JAGATPURI,murder,10:03,2020-01-14,Open,C2403,-
DWARKA NORTH,assualt murders,08:08,2020-02-10,Under Investigation,C3139,-
PATEL NAGAR,rape,22:16,2019-09-26,Closed,C7184,-
BINDAPUR,sexual harassement,13:07,2019-11-16,Open,C3630,-
MADHUVIHAR,sexual harassement,03:17,2019-10-20,Under Investigation,C1437,-
SUBZIMANDI,gangrape,09:48,2019-09-20,Closed,C5538,Missing information
BHAJANPURI,robbery,04:38,2020-04-02,Under Investigation,C3500,-
MUKHERJI NAGAR,gangrape,13:10,2020-02-09,Under Investigation,C4329,-
DARYA GANJ,murder,08:27,2019-08-01,Under Investigation,C7462,-
KESHAV PURAM,rape,04:51,2020-06-08,Closed,C8131,-
BINDAPUR,rape,16:29,2019-11-23,Under Investigation,C3437,-
KALKAJI,theft,19:03,2019-11-12,Under Investigation,C9179,-
SUNLIGHT COLONY,gangrape,11:32,2020-02-27,Closed,C6763,-
BEGUM PUR,theft,12:19,2019-10-31,Open,C4723,-
NABI KARIM,murder,22:10,2020-02-07,Under Investigation,C9468,-
VASANT KUNJ SOUTH,gangrape,16:17,2019-10-14,Unknown,Unknown,Missing information
NEW ASHOK NAGAR,gangrape,15:39,2020-05-01,Under Investigation,C7770,-
NABI KARIM,sexual harassement,01:16,2020-01-20,Open,C3318,-
AMAN VIHAR,sexual harassement,09:27,2020-02-25,Open,C4811,-
SHAHBAD DAIRY,gangrape,23:11,2020-06-01,Open,C1479,-
MEHRAULI,sexual harassement,02:34,2020-01-18,Under Investigation,C5331,-
MANGOLPURI,robbery,22:46,2019-07-22,Open,C4937,-
SAMAYPURBADLI,robbery,20:59,2019-09-21,Closed,Unknown,Missing information
NIHAL VIHAR,murder,23:21,2019-12-24,Closed,C1388,-
NANDNAGARI,assualt murders,23:06,2019-12-17,Closed,C8552,-
PREETVIHAR,assualt murders,11:01,2020-02-01,Open,C7633,-
VASANT VIHAR,rape,04:12,2019-08-31,Closed,C7004,-
SAROJINI NAGAR,assualt murders,03:17,2020-01-02,Unknown,Unknown,Missing information
SAFDARJUNG ENCLAVE,theft,08:51,2019-11-21,Unknown,C1942,Missing information
VIJAY VIHAR,gangrape,09:33,2020-01-09,Closed,C4915,-
VIKAS PURI,sexual harassement,23:57,2019-10-01,Under Investigation,C3040,-
SANGAM VIHAR,theft,19:26,2019-09-14,Unknown,Unknown,Missing information
DWARKA NORTH,rape,02:47,2019-09-12,Open,C8026,-
RANI BAGH,assualt murders,03:48,2019-09-23,Under Investigation,C6227,-
NARELA,theft,04:38,2020-01-28,Unknown,C9497,Missing information
SAMAYPURBADLI,robbery,16:44,2019-07-14,Closed,C3371,-
KAPASHERA,sexual harassement,22:09,2019-07-29,Closed,C6174,-
KAROL BAGH,theft,12:33,2019-07-01,Unknown,C3746,Missing information
SAFDARJUNG ENCLAVE,robbery,21:26,2020-01-20,Under Investigation,C2052,-
AMAR COLONY,gangrape,01:57,2020-04-24,Open,C6704,-
SANGAM VIHAR,robbery,15:09,2019-08-27,Open,C5472,-
JAMA MASJID,theft,01:43,2019-09-22,Closed,C2468,-
NIHAL VIHAR,gangrape,23:14,2020-03-14,Closed,C2352,-
DABRI,rape,05:34,2019-08-26,Open,C9365,-
RAJOURI GARDEN,sexual harassement,03:10,2020-02-15,Open,C6431,-
KASHMERE GATE,robbery,06:18,2019-08-08,Under Investigation,C5847,-
RANI BAGH,sexual harassement,03:34,2019-11-28,Under Investigation,C4296,Missing information
BHARAT NAGAR,assualt murders,21:27,2019-09-14,Unknown,C9306,Missing information
NEW USMANPUR,gangrape,23:54,2020-05-10,Closed,C9812,-
JAMA MASJID,gangrape,15:34,2019-09-20,Closed,C1039,-
NARAINA,rape,09:20,2020-04-18,Under Investigation,C5570,-
NEW FRIENDS COLONY,assualt murders,00:16,2020-02-16,Open,C6599,Missing information
DELHI CANTT,gangrape,04:34,2020-01-09,Open,C8605,-
KAPASHERA,gangrape,17:03,2019-06-22,Closed,C6761,-
RAJOURI GARDEN,murder,22:49,2019-09-25,Open,C2398,-
LAJPAT NAGAR,assualt murders,12:55,2020-01-02,Closed,C1175,-
GOKULPURI,rape,16:55,2019-10-02,Under Investigation,Unknown,Missing information
RAJINDER NAGAR,gangrape,19:21,2019-10-12,Open,Unknown,Missing information
BARAKHAMBA ROAD,gangrape,21:35,2020-02-19,Under Investigation,C7518,-
OKHLA,theft,20:54,2020-05-04,Closed,C8380,-
BAWANA,gangrape,12:43,2020-04-20,Open,C8779,-
GHAZIPUR,murder,01:05,2019-12-28,Under Investigation,C8598,-
SARITA VIHAR,sexual harassement,17:04,2019-12-29,Open,C6155,-
MAURYA ENCLAVE,robbery,16:50,2020-04-27,Closed,C1116,-
BAWANA,robbery,04:55,2019-09-08,Under Investigation,C8303,-
GULABIBAGH,theft,04:10,2020-05-28,Under Investigation,C5694,-
HAUZQAZI,murder,10:07,2019-11-29,Under Investigation,C4170,-
SAGARPUR,assualt murders,19:47,2020-05-29,Open,C6380,-
KIRTI NAGAR,gangrape,07:40,2020-03-11,Under Investigation,C4499,-
BARA HINDU RAO,assualt murders,06:56,2020-02-20,Open,C8003,Missing information
GULABIBAGH,rape,05:42,2020-05-09,Under Investigation,C6420,-
BINDAPUR,murder,14:31,2020-03-06,Closed,C9616,-
SUNLIGHT COLONY,rape,08:24,2020-01-14,Open,C7835,Missing information
NEW USMANPUR,theft,15:58,2020-01-31,Closed,Unknown,Missing information
CONNAUGHT PLACE,assualt murders,08:28,2019-07-11,Closed,C9111,-
GREATER KAILASH,sexual harassement,01:01,2019-08-16,Open,C8405,-
ROHINI NORTH,theft,09:44,2019-06-23,Open,C9820,-
H. N. DIN,gangrape,04:28,2019-12-16,Open,C9048,-
I.P. ESTATE,gangrape,07:44,2020-01-14,Open,C3852,-
NEW USMANPUR,rape,16:14,2019-07-07,Under Investigation,C1046,-
GEETA COLONY,theft,04:34,2019-08-09,Open,C4483,-
SAKET,robbery,23:32,2020-02-25,Under Investigation,C6167,-
VASANT KUNJ SOUTH,theft,11:13,2020-04-13,Under Investigation,C2644,-
DWARKA SOUTH,theft,19:42,2020-04-07,Open,C8399,-
OKHLA,murder,21:52,2020-04-23,Under Investigation,C1150,-
HARI NAGAR,robbery,22:46,2020-04-18,Open,C9691,-
BHAJANPURI,robbery,06:40,2019-11-07,Closed,C2831,-
SONIA VIHAR,assualt murders,17:50,2020-05-07,Under Investigation,C8418,-
NEW FRIENDS COLONY,assualt murders,06:19,2019-08-09,Under Investigation,C6027,-
ROHINI SOUTH,gangrape,12:43,2019-10-23,Unknown,C7703,Missing information
DWARKA NORTH,gangrape,04:32,2020-04-12,Open,C5482,-
PULPRAHLAD PUR,murder,06:35,2020-04-25,Open,C8725,-
BAWANA,theft,17:28,2020-06-05,Closed,C5667,-
BABA HARI DAS NAGAR,murder,13:13,2019-11-07,Open,C3976,-
SWARUP NAGAR,gangrape,07:57,2019-06-29,Unknown,Unknown,Missing information
ROOP NAGAR,rape,10:46,2019-10-08,Open,C4684,-
BHARAT NAGAR,sexual harassement,18:04,2019-06-30,Closed,C2985,-
BAWANA,gangrape,06:39,2019-10-09,Under Investigation,C9095,-
SANGAM VIHAR,robbery,15:16,2019-11-18,Closed,Unknown,Missing information
CHITRANJAN PARK,gangrape,22:14,2019-07-16,Unknown,Unknown,Missing information
ANAND PARBAT,sexual harassement,06:50,2020-03-22,Open,C1207,-
SARAI ROHILLA,gangrape,16:15,2020-05-22,Open,Unknown,Missing information
PATEL NAGAR,murder,09:14,2020-04-24,Unknown,Unknown,Missing information
LAHORI GATE,assualt murders,06:34,2020-05-02,Under Investigation,C1733,Missing information
SEEMAPURI,rape,10:06,2019-09-02,Under Investigation,C3828,-
KALKAJI,gangrape,08:22,2020-03-06,Under Investigation,C1766,-
ASHOK VIHAR,robbery,06:12,2019-10-08,Open,Unknown,Missing information
RANJIT NAGAR,assualt murders,07:07,2019-07-26,Open,C6522,-
ROOP NAGAR,theft,21:50,2019-11-29,Closed,C6476,-
SANGAM VIHAR,gangrape,15:38,2020-05-10,Open,C7845,-
KHYALA,assualt murders,01:02,2019-08-19,Under Investigation,C4605,-
JANAK PURI,sexual harassement,11:33,2019-11-03,Under Investigation,C9740,-
NEW ASHOK NAGAR,gangrape,04:06,2019-08-03,Closed,C9281,-
KHAJURIKHAS,murder,05:10,2019-07-30,Under Investigation,C1809,-
SUBZIMANDI,sexual harassement,04:37,2020-01-20,Open,C1807,-
BINDAPUR,assualt murders,07:04,2020-06-18,Closed,C4868,-
KAROL BAGH,assualt murders,14:41,2020-01-06,Closed,C7886,-
VASANT VIHAR,sexual harassement,19:34,2020-05-03,Under Investigation,C5569,-
KASHMERE GATE,theft,07:08,2020-04-06,Open,C6486,-
BINDAPUR,assualt murders,10:54,2019-07-27,Closed,Unknown,Missing information
CIVIL LINES,gangrape,12:51,2019-07-08,Under Investigation,C2301,-
TIMARPUR,assualt murders,15:08,2020-02-10,Closed,C5331,-
H. N. DIN,rape,19:23,2020-03-05,Closed,C1889,-
CHITRANJAN PARK,rape,04:32,2020-03-31,Under Investigation,C5292,-
NANDNAGARI,robbery,17:13,2020-04-25,Under Investigation,C8936,-
ZAFRABAD,assualt murders,23:45,2019-12-17,Closed,Unknown,Missing information
DWARKA SEC-23,rape,20:33,2020-02-09,Under Investigation,Unknown,Missing information
DWARKA NORTH,sexual harassement,10:09,2020-03-17,Open,C9999,-
SWARUP NAGAR,sexual harassement,22:07,2020-01-13,Closed,C7629,-
JAGATPURI,rape,10:56,2020-01-17,Under Investigation,C8237,Missing information
NANDNAGARI,theft,21:56,2019-12-19,Under Investigation,C2594,-
BADAR PUR,sexual harassement,09:48,2019-09-27,Unknown,Unknown,Missing information
BAWANA,gangrape,00:50,2019-12-21,Open,C9345,-
MANGOLPURI,robbery,07:23,2020-04-04,Closed,C3547,-
SAKET,rape,01:08,2019-06-23,Closed,C2140,-
PREETVIHAR,rape,14:56,2020-01-01,Closed,C5369,-
CHITRANJAN PARK,rape,13:17,2019-11-22,Open,C9777,-
PASCHIM VIHAR,sexual harassement,05:59,2019-09-02,Under Investigation,C7525,-
MAURICE NAGAR,rape,00:15,2019-09-07,Open,C1615,-
KALYANPURI,murder,23:43,2019-07-03,Open,C1839,-
MANGOLPURI,sexual harassement,17:14,2020-06-05,Open,C4115,-
MALVIYA NAGAR,assualt murders,00:55,2020-02-22,Open,C7034,-
CONNAUGHT PLACE,rape,03:58,2020-04-21,Closed,C5378,-
DEFENCE COLONY,assualt murders,02:06,2020-03-08,Closed,C5747,-
VASANT KUNJ SOUTH,murder,18:39,2019-09-25,Under Investigation,C4072,-
BINDAPUR,rape,12:01,2020-01-21,Open,C7062,-
MAYURVIHAR,assualt murders,18:12,2020-04-06,Closed,C1982,-
JANAK PURI,assualt murders,01:48,2019-09-19,Unknown,Unknown,Missing information
DARYA GANJ,murder,17:56,2020-01-31,Closed,C1902,-
VASANT KUNJ SOUTH,sexual harassement,04:31,2020-04-20,Under Investigation,C4068,-
NANGLOI,theft,21:38,2019-12-19,Open,C2288,Missing information
NAJAFGARH,sexual harassement,21:51,2020-03-14,Under Investigation,C8056,-
GOKULPURI,rape,18:01,2020-04-25,Unknown,Unknown,Missing information
SEELAMPUR,rape,00:14,2020-06-17,Under Investigation,C9808,-
H. N. DIN,assualt murders,18:45,2020-02-11,Under Investigation,C9298,Missing information
NABI KARIM,theft,23:03,2019-08-23,Under Investigation,C7219,-
NANGLOI,theft,02:15,2020-01-26,Open,C7991,-
LODHI COLONY,rape,10:12,2019-07-14,Open,C6745,-
MAYA PURI,robbery,05:36,2020-06-15,Open,C4450,-
WELCOME,gangrape,16:50,2020-02-07,Under Investigation,C3068,-
CHANAKYAPURI,rape,20:29,2020-05-07,Under Investigation,C4962,-
KN KATJU MARG,sexual harassement,20:00,2019-12-29,Closed,C7175,-
LAJPAT NAGAR,assualt murders,11:28,2019-10-03,Open,C5745,-
OKHLA,theft,12:37,2019-12-13,Open,C7126,-
SUBZIMANDI,robbery,08:28,2020-02-23,Under Investigation,C8833,-
MODEL TOWN,rape,07:22,2019-10-08,Open,C4064,-
PARSHAD NAGAR,assualt murders,03:43,2019-11-02,Open,C2769,-
NAJAFGARH,theft,22:56,2020-02-13,Closed,C1601,-
AMAR COLONY,murder,03:42,2019-09-26,Closed,C8189,Missing information
BINDAPUR,theft,16:46,2020-02-08,Open,C9387,-
JAHANGIR PURI,theft,13:42,2020-03-31,Closed,C8740,-
SAKET,assualt murders,13:44,2020-02-04,Closed,C5632,-
JAFFARPUR KALAN,gangrape,03:19,2019-08-28,Under Investigation,Unknown,Missing information
TUGLAK ROAD,robbery,05:09,2019-06-26,Closed,C3294,-
MOTI NAGAR,assualt murders,18:22,2019-07-30,Closed,C3073,-
KOTALA MUBARAK PUR,murder,17:59,2019-11-26,Open,C3074,-
PALAM VILLAGE,sexual harassement,23:44,2019-10-18,Closed,C7936,-
PRASHANT VIHAR,murder,06:33,2019-09-02,Unknown,C4138,Missing information
RAJINDER NAGAR,rape,20:30,2019-12-28,Under Investigation,C6071,-
AMAN VIHAR,rape,23:39,2020-04-06,Unknown,C5396,Missing information
PATEL NAGAR,gangrape,08:26,2019-11-08,Closed,C2963,-
LAJPAT NAGAR,assualt murders,06:37,2019-08-29,Under Investigation,C6007,-
CHHAWLA,murder,12:25,2019-07-29,Closed,C7253,-
OKHLA,rape,06:14,2020-05-01,Under Investigation,C3385,-
ADRASH NAGAR,murder,05:12,2019-08-03,Open,C2276,-
MIANWALI NAGAR,gangrape,11:51,2020-03-08,Under Investigation,C6259,-
BHAJANPURI,murder,07:53,2020-06-10,Closed,C2555,-
PARSHAD NAGAR,robbery,16:59,2019-08-01,Open,C7455,-
MIANWALI NAGAR,gangrape,23:33,2020-03-03,Open,C2539,-
NANGLOI,gangrape,14:03,2020-05-27,Closed,C5334,-
MANDAWALI,sexual harassement,23:37,2020-02-24,Closed,C1194,-
MAYA PURI,assualt murders,17:32,2019-10-10,Open,C2416,-
G.T.B. ENCLAVE,rape,11:36,2019-06-29,Under Investigation,Unknown,Missing information
KOTALA MUBARAK PUR,sexual harassement,18:02,2020-03-11,Open,C6000,-
KASHMERE GATE,theft,07:46,2020-01-22,Under Investigation,C1528,-
NABI KARIM,robbery,02:59,2020-05-20,Closed,C1164,-
SAROJINI NAGAR,rape,14:25,2019-07-10,Open,C3959,-
MAURICE NAGAR,rape,03:23,2020-04-06,Unknown,C2358,Missing information
CIVIL LINES,robbery,12:40,2020-01-12,Unknown,C9988,Missing information
BABA HARI DAS NAGAR,sexual harassement,06:54,2019-08-28,Closed,C4428,-
D.B.G ROAD,assualt murders,07:01,2019-08-26,Closed,C7807,-
SARITA VIHAR,sexual harassement,20:04,2020-05-07,Under Investigation,C9842,-
NAJAFGARH,rape,06:17,2020-06-07,Under Investigation,C6471,-
MUNDKA,gangrape,10:11,2020-06-19,Open,C4750,-
SARITA VIHAR,murder,01:24,2019-09-22,Open,Unknown,Missing information
SHAKARPUR,robbery,12:15,2019-08-27,Open,C6697,-
KAPASHERA,murder,07:26,2020-02-14,Closed,Unknown,Missing information
PARSHAD NAGAR,rape,12:06,2020-04-17,Closed,C5227,-
MAURYA ENCLAVE,sexual harassement,13:30,2019-12-02,Open,C4059,-
PALAM VILLAGE,gangrape,17:14,2020-01-21,Open,C1935,-
MANDAWALI,assualt murders,21:51,2019-09-19,Unknown,Unknown,Missing information
SAFDARJUNG ENCLAVE,gangrape,19:41,2020-06-09,Open,C6905,-
SAFDARJUNG ENCLAVE,sexual harassement,15:05,2020-01-24,Unknown,C1879,Missing information
SAMAYPURBADLI,theft,20:46,2020-02-12,Under Investigation,C3506,-
ROHINI NORTH,theft,04:09,2019-07-24,Open,C6838,-
CHITRANJAN PARK,robbery,05:01,2020-01-10,Unknown,Unknown,Missing information
SHAKARPUR,gangrape,18:47,2019-09-03,Under Investigation,C9812,-
